date,day_of_week,week_start,month,is_weekend,user_id,income_inr,total_expenses_inr,net_cash_flow_inr,daily_budget_inr,budget_variance_inr,cash_balance_inr,debt_balance_inr,essential_expenses_inr,discretionary_expenses_inr,financial_risk_score,finance_compliance_status,study_hours,focus_rating,focus_score,tasks_planned,tasks_completed,learning_risk_score,habit_completion_rate,average_habit_streak,sleep_hours,steps,water_liters,mood_score,stress_score,screen_time_hours,goal_progress_score,compliance_score,overall_risk_score,risk_level,active_alerts,productivity_score
2026-06-14,Sunday,2026-06-08,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1893,-1893,2600,-707,370159,100000,1893,0,44,COMPLIANT,1.9,3,65,3,2,36,1,3.8,7.4,4664,1.8,3.6,3.2,6.3,94,89,30,LOW,0,76
2026-06-15,Monday,2026-06-15,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1220,-1220,2100,-880,368939,100000,1220,0,44,COMPLIANT,1.4,3,57,6,5,48,0.25,3,7,7091,1.9,3.8,3.4,4.8,65,71,47,MEDIUM,1,54
2026-06-16,Tuesday,2026-06-15,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3351,-3351,2100,1251,365588,100000,681,2670,46,COMPLIANT,1,3,56,5,4,52,0.25,0.8,7.3,9978,1.9,3.9,2.8,5.3,53,71,48,MEDIUM,1,53
2026-06-17,Wednesday,2026-06-15,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,478,-478,2100,-1622,365110,100000,478,0,46,COMPLIANT,1.8,4,79,6,5,23,0.75,1.3,6.7,6337,1.8,3.5,3.5,5.8,71,85,32,LOW,0,79
2026-06-18,Thursday,2026-06-15,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,385,-385,2100,-1715,364725,100000,385,0,47,COMPLIANT,1.2,3,61,6,5,45,0.75,1.7,7,8895,1.7,3.7,3.5,5.4,60,81,39,MEDIUM,0,71
2026-06-19,Friday,2026-06-15,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,166,-166,2100,-1934,364559,100000,166,0,47,COMPLIANT,3.3,4,84,5,5,16,0.75,2,7,10920,2,3.7,3.4,5,84,87,30,LOW,0,85
2026-06-20,Saturday,2026-06-15,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1639,-1639,2600,-961,362920,100000,1181,458,48,COMPLIANT,0,,,0,0,77,0.5,1.8,7.1,3906,1.7,3.4,2.3,6.7,84,70,53,MEDIUM,0,45
2026-06-21,Sunday,2026-06-15,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,362920,100000,0,0,48,COMPLIANT,2.4,3,65,4,3,35,0.8,1.8,7.7,4633,2.1,3.3,3.2,6.1,87,84,35,LOW,0,72
2026-06-22,Monday,2026-06-22,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,362920,100000,0,0,48,COMPLIANT,3.8,4,85,3,3,15,0.75,2.2,6.7,8543,1.9,3.4,3.2,5.1,71,87,29,LOW,0,86
2026-06-23,Tuesday,2026-06-22,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,985,-985,2100,-1115,361935,100000,985,0,48,COMPLIANT,2.2,4,83,5,5,17,1,2.8,6.9,10052,2.1,4,2.3,4.9,77,91,26,LOW,0,92
2026-06-24,Wednesday,2026-06-22,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,718,-718,2100,-1382,361217,100000,718,0,48,COMPLIANT,2.3,5,100,2,2,5,1,3.5,7.6,5687,1.9,3.6,1.7,4.6,80,93,23,LOW,0,100
2026-06-25,Thursday,2026-06-22,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,230,-230,2100,-1870,360987,100000,230,0,48,COMPLIANT,1.7,4,81,2,2,21,1,4.2,7.1,10741,1.8,4.2,2.3,5.8,86,90,27,LOW,0,91
2026-06-26,Friday,2026-06-22,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,363,-363,2100,-1737,360624,100000,363,0,49,COMPLIANT,0,,,0,0,62,0.75,4.2,7.3,4787,1.8,3.3,2.3,5.3,86,77,44,MEDIUM,0,53
2026-06-27,Saturday,2026-06-22,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,360624,100000,0,0,49,COMPLIANT,0,,,0,0,62,0.75,4,7,8868,1.7,3.8,2.4,5.6,89,77,44,MEDIUM,0,53
2026-06-28,Sunday,2026-06-22,2026-06,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1306,-1306,2600,-1294,359318,100000,375,931,49,COMPLIANT,1.1,4,78,5,4,29,0.8,4.7,7,5299,1.8,3.5,1.9,6.6,90,85,33,LOW,0,79
2026-06-29,Monday,2026-06-29,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3556,-3556,2100,1456,355762,100000,1782,1774,51,COMPLIANT,1.5,5,96,2,2,8,0.75,3.2,6.6,8988,1.9,3.2,1.8,4.7,67,88,28,LOW,0,91
2026-06-30,Tuesday,2026-06-29,2026-06,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,711,-711,2100,-1389,355051,100000,711,0,52,COMPLIANT,2.9,3,66,2,2,34,0.75,3.7,7.1,11205,2.1,3.4,2.3,5.8,76,82,37,LOW,0,77
2026-07-01,Wednesday,2026-06-29,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,88000,0,88000,2100,-2100,443051,100000,0,0,20,COMPLIANT,2.3,5,98,6,6,5,0.75,2.2,7,7021,1.8,3.7,2.1,5,61,97,14,LOW,0,92
2026-07-02,Thursday,2026-06-29,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,24342,-24342,2100,22242,418709,100000,22321,2021,42,COMPLIANT,0,,,0,0,62,0.75,2.7,7.4,9500,2.2,3.4,2.3,5.6,65,79,41,MEDIUM,1,53
2026-07-03,Friday,2026-06-29,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1584,-1584,2100,-516,417125,100000,1005,579,33,COMPLIANT,2.6,5,99,5,5,5,0.75,3.2,6.9,10366,1.7,3.7,2,5,71,93,20,LOW,0,92
2026-07-04,Saturday,2026-06-29,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,854,-854,2600,-1746,416271,100000,267,587,34,COMPLIANT,0,,,0,0,62,1,3.8,7.9,10936,1.8,4.3,2.4,6.4,92,86,34,LOW,0,60
2026-07-05,Sunday,2026-06-29,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,5416,-5416,2600,2816,410855,100000,4237,1179,46,COMPLIANT,0,,,0,0,62,1,4.7,8,4623,1.9,3.9,1.7,6.2,92,83,39,MEDIUM,0,60
2026-07-06,Monday,2026-07-06,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1553,-1553,2100,-547,409302,100000,1553,0,37,COMPLIANT,1.1,4,77,5,4,30,0.75,4,6.6,8809,1.9,4.2,2.1,5.3,66,87,29,LOW,0,77
2026-07-07,Tuesday,2026-07-06,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1159,-1159,2100,-941,408143,100000,1159,0,38,COMPLIANT,0,,,0,0,62,0.75,3.5,6.9,8040,2.2,4.4,1.7,5.1,71,81,39,MEDIUM,0,53
2026-07-08,Wednesday,2026-07-06,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1045,-1045,2100,-1055,407098,100000,246,799,38,COMPLIANT,1.4,4,80,4,4,25,1,4.2,7.1,5305,2,3.7,1.9,5.1,73,92,24,LOW,0,91
2026-07-09,Thursday,2026-07-06,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,462,-462,2100,-1638,406636,100000,136,326,39,COMPLIANT,2.8,3,63,3,2,37,0.5,4,7.2,8840,2,3.4,2.1,5.8,80,81,36,LOW,0,60
2026-07-10,Friday,2026-07-06,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,9953,-9953,2100,7853,396683,92000,8997,956,54,COMPLIANT,2.3,3,62,4,3,38,0.5,4.3,7.7,8690,1.7,4.3,2.4,4.9,88,76,43,MEDIUM,1,62
2026-07-11,Saturday,2026-07-06,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,917,-917,2600,-1683,395766,92000,917,0,44,COMPLIANT,0,,,0,0,62,0.75,4.8,7,11032,1.7,4,2.6,6.7,91,79,42,MEDIUM,0,53
2026-07-12,Sunday,2026-07-06,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1090,-1090,2600,-1510,394676,92000,1090,0,45,COMPLIANT,0,,,0,0,62,1,5.7,7.7,4913,2.1,4.1,2,6.2,91,83,38,MEDIUM,0,60
2026-07-13,Monday,2026-07-13,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,996,-996,2100,-1104,393680,92000,996,0,45,COMPLIANT,3.1,5,98,5,5,5,0.5,5.5,7,8709,1.6,3.4,1.7,5.1,71,85,29,LOW,0,84
2026-07-14,Tuesday,2026-07-13,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,393680,92000,0,0,45,COMPLIANT,2.1,3,65,2,2,35,1,6.2,7.4,8358,2.2,3.8,2,4.9,78,89,30,LOW,0,84
2026-07-15,Wednesday,2026-07-13,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1601,-1601,2100,-499,392079,92000,1113,488,46,COMPLIANT,1.1,4,79,2,2,28,1,6.8,6.6,4920,2,3.2,2.4,5.7,78,89,29,LOW,0,91
2026-07-16,Thursday,2026-07-13,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,175,-175,2100,-1925,391904,92000,175,0,46,COMPLIANT,1.3,4,78,2,2,28,0.75,7,7.6,10693,2.1,3.8,2.1,4.4,84,85,32,LOW,0,83
2026-07-17,Friday,2026-07-13,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,158,-158,2100,-1942,391746,92000,158,0,46,COMPLIANT,2.6,4,82,4,4,18,0.75,5.3,7,11401,1.9,4.4,1.7,4.8,74,87,29,LOW,0,84
2026-07-18,Saturday,2026-07-13,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,8057,2339,5718,2600,-261,397464,92000,1153,1186,45,COMPLIANT,0,,,0,0,62,0.75,5.2,7.9,11060,1.9,4.4,1.9,6.1,94,79,42,MEDIUM,0,53
2026-07-19,Sunday,2026-07-13,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1394,-1394,2600,-1206,396070,92000,0,1394,46,COMPLIANT,0,,,0,0,62,0.8,5,7,6431,1.8,4.2,2.6,6.7,94,79,42,MEDIUM,0,54
2026-07-20,Monday,2026-07-20,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,105,-105,2100,-1995,395965,92000,105,0,46,COMPLIANT,2.6,4,82,3,3,18,0.75,5.3,7.2,11093,2.2,4,2.4,6,72,87,29,LOW,0,84
2026-07-21,Tuesday,2026-07-20,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1929,-1929,2100,-171,394036,92000,699,1230,47,COMPLIANT,2.3,3,66,6,5,34,1,6,6.9,11352,1.7,3.4,2.4,5.8,76,88,31,LOW,0,81
2026-07-22,Wednesday,2026-07-20,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1466,-1466,2100,-634,392570,92000,1466,0,47,COMPLIANT,1.9,3,63,4,3,38,0.75,5.2,6.9,4243,1.9,3.8,2.9,4.9,79,83,36,LOW,0,70
2026-07-23,Thursday,2026-07-20,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,839,-839,2100,-1261,391731,92000,839,0,48,COMPLIANT,3.1,4,79,5,4,21,0.25,3.2,7.4,8494,1.8,4.1,3,5.7,70,76,40,MEDIUM,1,63
2026-07-24,Friday,2026-07-20,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,90,-90,2100,-2010,391641,92000,90,0,48,COMPLIANT,0,,,0,0,62,0.5,3.5,7.3,10622,1.6,3.2,2.5,4.9,74,73,47,MEDIUM,0,45
2026-07-25,Saturday,2026-07-20,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,439,-439,2600,-2161,391202,92000,0,439,48,COMPLIANT,0,,,0,0,62,0.5,0.5,8,5681,1.6,3.6,2.8,6.9,90,72,49,MEDIUM,0,45
2026-07-26,Sunday,2026-07-20,2026-07,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1167,-1167,2600,-1433,390035,92000,474,693,49,COMPLIANT,1.9,4,82,2,2,19,1,1.3,7.8,5694,1.8,3.5,2.3,5.4,93,90,27,LOW,0,92
2026-07-27,Monday,2026-07-27,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1911,-1911,2100,-189,388124,92000,733,1178,50,COMPLIANT,3.1,3,66,3,2,34,0.75,1.5,6.8,10710,2.1,3.7,2.6,5.1,55,83,36,LOW,0,69
2026-07-28,Tuesday,2026-07-27,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,530,-530,2100,-1570,387594,92000,530,0,50,COMPLIANT,2,3,65,6,5,35,1,2.2,6.5,8329,2.1,3,2.8,6,76,87,32,LOW,0,80
2026-07-29,Wednesday,2026-07-27,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,260,-260,2100,-1840,387334,92000,260,0,50,COMPLIANT,0,,,0,0,62,0.75,2.5,7.5,5886,1.9,4.2,2.6,4.6,78,77,44,MEDIUM,0,53
2026-07-30,Thursday,2026-07-27,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,814,-814,2100,-1286,386520,92000,814,0,50,COMPLIANT,1.9,5,97,3,3,5,0.75,2.7,7.4,5828,2.1,3.7,2.2,5.8,80,88,27,LOW,0,91
2026-07-31,Friday,2026-07-27,2026-07,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,808,-808,2100,-1292,385712,92000,808,0,51,COMPLIANT,0,,,0,0,62,0,0.2,6.9,3802,1.5,3.3,3.1,5.8,63,62,58,HIGH,1,30
2026-08-01,Saturday,2026-07-27,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,88000,1384,86616,2600,-1216,472328,92000,587,797,21,COMPLIANT,0,,,0,0,62,0.75,0.7,7,6357,1.7,3.7,2.8,6.5,80,85,32,LOW,0,53
2026-08-02,Sunday,2026-07-27,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22577,-22577,2600,19977,449751,92000,22000,577,42,COMPLIANT,2.3,4,81,5,5,19,0.8,1.2,7.3,5326,2.3,3.8,2.1,5.3,83,89,27,LOW,1,85
2026-08-03,Monday,2026-08-03,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,977,-977,2100,-1123,448774,92000,977,0,33,COMPLIANT,3.1,5,100,5,5,5,1,1.8,7,11490,2.2,3.3,2.9,5.6,72,98,16,LOW,0,100
2026-08-04,Tuesday,2026-08-03,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1285,-1285,2100,-815,447489,92000,1285,0,33,COMPLIANT,2,5,99,6,6,5,1,2.5,7.5,8949,1.9,4.1,2.7,4.8,78,98,16,LOW,0,100
2026-08-05,Wednesday,2026-08-03,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,6916,-6916,2100,4816,440573,92000,4598,2318,47,COMPLIANT,1.4,3,61,5,4,44,0.75,2.3,7.4,6564,1.7,4.1,2.3,4.7,80,82,37,LOW,0,70
2026-08-06,Thursday,2026-08-03,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,188,-188,2100,-1912,440385,92000,188,0,37,COMPLIANT,2.6,4,82,4,4,18,0.75,2.8,6.6,11197,2.1,3.7,2.9,5.2,85,90,25,LOW,0,84
2026-08-07,Friday,2026-08-03,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1242,-1242,2100,-858,439143,92000,1242,0,38,COMPLIANT,2.5,3,67,4,3,33,1,3.5,7.1,10323,2.2,3.6,2.2,4.6,92,90,27,LOW,0,79
2026-08-08,Saturday,2026-08-03,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,799,-799,2600,-1801,438344,92000,0,799,38,COMPLIANT,0,,,0,0,62,1,4.2,7.6,10285,2.2,3.4,2.7,6.3,95,85,35,LOW,0,60
2026-08-09,Sunday,2026-08-03,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,765,-765,2600,-1835,437579,92000,765,0,38,COMPLIANT,1.1,5,95,2,2,12,0.8,4.5,7.3,7013,2.2,4.3,2.5,6.6,97,91,24,LOW,0,92
2026-08-10,Monday,2026-08-10,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,8106,-8106,2100,6006,429473,84000,8106,0,53,COMPLIANT,0,,,0,0,62,0.75,4.2,7,5639,1.9,4,2.6,4.8,66,77,45,MEDIUM,0,53
2026-08-11,Tuesday,2026-08-10,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,694,-694,2100,-1406,428779,84000,694,0,43,COMPLIANT,2.3,4,83,2,2,17,1,4.8,7.5,9253,1.9,4.2,2.9,5.5,73,92,24,LOW,0,92
2026-08-12,Wednesday,2026-08-10,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1051,-1051,2100,-1049,427728,84000,1051,0,44,COMPLIANT,0,,,0,0,62,0.75,3.5,7.1,6158,1.8,3.6,2.5,5.3,56,79,42,MEDIUM,0,53
2026-08-13,Thursday,2026-08-10,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1029,-1029,2100,-1071,426699,84000,1029,0,44,COMPLIANT,0,,,0,0,62,1,4.2,6.8,8592,2.2,3,2.9,5.1,75,83,38,MEDIUM,0,60
2026-08-14,Friday,2026-08-10,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,163,-163,2100,-1937,426536,84000,163,0,44,COMPLIANT,3.2,3,69,2,2,31,1,4.8,6.8,9319,2.3,3.9,2.8,5,82,89,29,LOW,0,86
2026-08-15,Saturday,2026-08-10,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,426536,84000,0,0,44,COMPLIANT,0,,,0,0,62,1,5.5,7.7,11429,2.3,4,2.7,6.8,87,83,38,MEDIUM,0,60
2026-08-16,Sunday,2026-08-10,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2080,-2080,2600,-520,424456,84000,0,2080,45,COMPLIANT,0,,,0,0,62,1,6.3,7,4041,2.3,3.8,3.2,6,86,83,38,MEDIUM,0,60
2026-08-17,Monday,2026-08-17,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1196,-1196,2100,-904,423260,84000,1196,0,46,COMPLIANT,0,,,0,0,62,0.75,5.7,6.8,9880,1.9,3.7,3.1,5.5,69,79,42,MEDIUM,0,53
2026-08-18,Tuesday,2026-08-17,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1570,-1570,2100,-530,421690,84000,1570,0,47,COMPLIANT,2,4,82,5,5,18,1,6.3,7,8673,1.9,3.9,2.9,5.1,75,91,26,LOW,0,92
2026-08-19,Wednesday,2026-08-17,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,136,-136,2100,-1964,421554,84000,136,0,47,COMPLIANT,2.1,4,82,2,2,18,1,7,6.8,4170,1.7,4.1,2.8,4.5,77,91,26,LOW,0,92
2026-08-20,Thursday,2026-08-17,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,787,-787,2100,-1313,420767,84000,787,0,47,COMPLIANT,2,3,63,2,2,37,0.75,7.2,7.6,9280,2.1,4.1,2.7,4.5,84,83,35,LOW,0,76
2026-08-21,Friday,2026-08-17,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,364,-364,2100,-1736,420403,84000,364,0,47,COMPLIANT,1.2,4,80,3,3,26,1,7.8,7,8848,1.8,4.1,2.3,5.8,88,90,28,LOW,0,91
2026-08-22,Saturday,2026-08-17,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1841,-1841,2600,-759,418562,84000,499,1342,48,COMPLIANT,0,,,0,0,62,0.75,4.8,7,9626,1.8,3,3.3,5.4,92,77,44,MEDIUM,0,53
2026-08-23,Sunday,2026-08-17,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3738,-3738,2600,1138,414824,84000,2583,1155,50,COMPLIANT,2.2,3,64,4,3,36,0.8,4.5,7.2,4719,2.2,3.4,3,6.4,95,83,36,LOW,0,72
2026-08-24,Monday,2026-08-24,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,294,-294,2100,-1806,414530,84000,294,0,50,COMPLIANT,0,,,0,0,62,1,5.2,7.3,8449,1.9,4.1,2.5,4.5,69,82,40,MEDIUM,0,60
2026-08-25,Tuesday,2026-08-24,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,343,-343,2100,-1757,414187,84000,343,0,50,COMPLIANT,1.5,4,79,5,4,25,0.75,5.3,7.6,8738,1.9,3.7,2.6,5.1,75,85,33,LOW,0,78
2026-08-26,Wednesday,2026-08-24,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3254,-3254,2100,1154,410933,84000,176,3078,52,COMPLIANT,1.4,4,78,6,5,27,0.75,5.8,6.5,4330,1.9,3,3.1,4.6,75,84,34,LOW,0,78
2026-08-27,Thursday,2026-08-24,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1377,-1377,2100,-723,409556,84000,1377,0,53,COMPLIANT,2.5,3,65,5,4,35,0.75,6.2,7.5,9477,2,3.2,2.9,5.2,83,82,37,LOW,0,72
2026-08-28,Friday,2026-08-24,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,409556,84000,0,0,53,COMPLIANT,2.2,3,64,5,4,36,0.75,6.7,6.7,9479,1.7,3.2,2.7,5.7,88,81,38,MEDIUM,0,71
2026-08-29,Saturday,2026-08-24,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,409556,84000,0,0,53,COMPLIANT,0,,,0,0,62,1,7.3,7.8,10488,1.8,4,2.4,5.5,92,81,42,MEDIUM,0,60
2026-08-30,Sunday,2026-08-24,2026-08,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,516,-516,2600,-2084,409040,84000,0,516,53,COMPLIANT,1.2,3,63,4,3,43,1,8.2,7.5,5990,2.1,4,2.8,6.1,94,85,36,LOW,0,77
2026-08-31,Monday,2026-08-31,2026-08,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,232,-232,2100,-1868,408808,84000,232,0,53,COMPLIANT,2.1,4,80,5,4,20,0.75,8.3,7.3,11241,1.8,3.4,2.1,5.9,73,85,33,LOW,0,79
2026-09-01,Tuesday,2026-08-31,2026-09,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,88000,1524,86476,2100,-576,495284,84000,111,1413,21,COMPLIANT,1.6,3,64,5,4,39,1,9,7.1,8294,1.8,4.1,2.4,4.8,78,94,21,LOW,1,79
2026-09-02,Wednesday,2026-08-31,2026-09,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,23865,-23865,2100,21765,471419,84000,22788,1077,43,COMPLIANT,2.9,4,85,6,6,15,1,9.7,7.4,5464,1.9,4.3,2,5.6,81,93,23,LOW,1,93
2026-09-03,Thursday,2026-08-31,2026-09,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,395,-395,2100,-1705,471024,84000,395,0,33,COMPLIANT,2.8,4,82,4,4,18,0.75,9.8,7.1,11211,1.9,4.2,2.4,5.2,88,90,24,LOW,0,84
2026-09-04,Friday,2026-08-31,2026-09,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,664,-664,2100,-1436,470360,84000,664,0,34,COMPLIANT,2.6,4,82,3,3,18,0.75,8,7.4,9843,2.1,3.8,2.5,5.6,94,90,24,LOW,0,84
2026-09-05,Saturday,2026-08-31,2026-09,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,5943,-5943,2600,3343,464417,84000,4362,1581,47,COMPLIANT,0,,,0,0,62,0.5,5.2,7.3,4693,1.6,3.6,2.5,5.9,94,73,47,MEDIUM,0,45
